provincia,fecha,frase,clase
LA RIOJA,2018-11-30,Nuboso o cubierto ;con precipitaciones débiles de madrugada ;sobre todo en la Rioja Baja ;tendiendo a poco nuboso o despejado .,nubes
LA RIOJA,2018-11-30,Cota de nieve por encima de los 1500 o 1600 metros .,nieve
LA RIOJA,2018-11-30,Temperaturas en ascenso en la Ribera y en descenso en la sierra .,temperatura
LA RIOJA,2018-11-30,Heladas débiles en el Ibérico .,temperatura
LA RIOJA,2018-11-30,Vientos del noroeste .,viento
LA RIOJA,2018-12-03,Poco nuboso con intervalos nubes altas sin descartar las brumas y nubes bajas en la Rioja Alta .,nubes
LA RIOJA,2018-12-03,Temperaturas en ligero ascenso o sin cambios .,temperatura
LA RIOJA,2018-12-03,Vientos del suroeste en la sierra ;y flojos del oeste o en calma en el valle .,viento
LA RIOJA,2018-11-25,Cubierto con precipitaciones débiles generalizadas ;tendiendo en las horas centrales del día a abrirse claros y remitir las precipitaciones ;para cubrirse de nuevo al final y con probables precipitaciones débiles ;principalmente en el oeste .,precipitacion
LA RIOJA,2018-11-25,Cota de la nieve sobre 1800 bajando a unos 1500 metros .,nieve
LA RIOJA,2018-11-25,Temperaturas sin cambios o en ligero descenso .,temperatura
LA RIOJA,2018-11-25,Viento del suroeste en la Ibérica ;con intervalos de fuerte de madrugada ;y del sureste en la Ribera ;tendiendo a variables flojos .,viento
LA RIOJA,2018-12-16,Nuboso o cubierto con precipitaciones ;débiles en el valle ;más intensas en la montaña ;al final de la mañana se abrirán claros y se harán las precipitaciones más ocasionales y dispersas .,precipitacion
LA RIOJA,2018-12-16,Cota de nieve 1600 bajando a 1200 metros .,nieve
LA RIOJA,2018-12-16,Temperaturas sin grandes cambios ;las mínimas se darán al final del día .,temperatura
LA RIOJA,2018-12-16,Vientos en la Iberica del suroeste al oeste con rachas ;y del sureste al oeste en el valle .,viento
LA RIOJA,2019-01-11,Intervalos nubosos en la Rioja Alta y poco nuboso en el resto ;tendiendo en la segunda mitad del día a nuboso o cubierto en toda la región .,nubes
LA RIOJA,2019-01-11,No se descarta alguna nevada débil en la Demanda por encima de 400 metros .,precipitacion
LA RIOJA,2019-01-11,Temperaturas mínimas en ligero descenso en la Ribera Baja y sin cambios en el resto ;y máximas sin cambios .,temperatura
LA RIOJA,2019-01-11,Heladas generalizadas ;débiles en el valle .,temperatura
LA RIOJA,2019-01-11,Vientos del norte y noroeste ;con intervalos fuertes en la Rioja Baja .,viento
LA RIOJA,2018-12-24,Intervalos de nubes altas .,nubes
LA RIOJA,2018-12-24,Probabilidad de brumas y nieblas en la Ribera ;sobre todo en la Baja ;en la primera mitad del día .,humedad
LA RIOJA,2018-12-24,Temperaturas mínimas sin cambios y máximas en ascenso en la Rioja Baja y sin cambios o en ligero descenso en el resto .,temperatura
LA RIOJA,2018-12-24,Vientos flojos variables .,viento
LA RIOJA,2018-11-20,Nuboso o cubierto con precipitaciones débiles generalizadas ;más intensas en la sierra ;donde pueden ser persistentes .,precipitacion
LA RIOJA,2018-11-20,Tienden a disminuir en el valle por la tarde .,otros
LA RIOJA,2018-11-20,Cota de la nieve por encima de 1800 metros bajando a unos 1500 .,nieve
LA RIOJA,2018-11-20,Temperaturas mínimas sin cambios ;y máximas en descenso .,temperatura
LA RIOJA,2018-11-20,Vientos del suroeste en la sierra y del sureste en el valle ;flojos en general .,viento
LA RIOJA,2018-12-13,Nuboso a cubierto con precipitaciones ;tendiendo en la segunda mitad del día a hacerse más ocasionales y dispersas en el valle .,precipitacion
LA RIOJA,2018-12-13,Cota de nieve de 1700 metros bajando a 1000 en la segunda mitad del día .,nieve
LA RIOJA,2018-12-13,Temperaturas mínimas en ligero ascenso y máximas en descenso .,temperatura
LA RIOJA,2018-12-13,Heladas débiles en la Sierra por la tarde y noche .,temperatura
LA RIOJA,2018-12-13,Viento flojos al principio ;del suroeste en la sierra y del sureste en el valle ;girando al oeste y noroeste y aumentando ;con rachas fuertes ;sobre todo en zonas altas .,viento
LA RIOJA,2019-01-08,Nuboso .,nubes
LA RIOJA,2019-01-08,Temperaturas mínimas sin cambios o en ligero ascenso y máximas en ligero ascenso .,temperatura
LA RIOJA,2019-01-08,Heladas en la Sierra .,temperatura
LA RIOJA,2019-01-08,Vientos del norte y noroeste ;con rachas fuertes en la Rioja Baja .,viento
LA RIOJA,2018-12-21,Intervalos nubosos ;más abundantes en el Iberico ;donde no se descartan lloviznas dispersas .,nubes
LA RIOJA,2018-12-21,Probabilidad de brumas y bancos de niebla .,humedad
LA RIOJA,2018-12-21,Temperaturas sin cambios o en descenso en la ribera media y baja del Ebro y en ascenso el resto .,temperatura
LA RIOJA,2018-12-21,Vientos del suroeste en la sierra y del sureste o variables en el valle ;flojos en general .,viento
LA RIOJA,2018-11-29,Intervalos de nubes altas ;con nubes bajas en el valle que dan brumas y bancos de niebla matinales ;tendiendo por la tarde a nuboso o cubierto con precipitaciones débiles .,nubes
LA RIOJA,2018-11-29,Cota de nieve bajando a 1800 metros al final del día .,nieve
LA RIOJA,2018-11-29,Temperaturas mínimas sin cambios o en ligero descenso y máximas sin cambios en la sierra y en descenso en el resto .,temperatura
LA RIOJA,2018-11-29,Vientos del suroeste en la Ibérica ;y del sureste flojos en el valle .,viento
LA RIOJA,2018-12-28,Nuboso o cubierto sin descartar precipitaciones débiles dispersas ;sobre todo en la Rioja Alta y en forma de nieve a partir de 1800 metros .,nubes
LA RIOJA,2018-12-28,Temperaturas mínimas sin cambios o en ligero ascenso ;y máximas en descenso ;localmente notable en la Ibérica .,temperatura
LA RIOJA,2018-12-28,Heladas débiles en la sierra .,temperatura
LA RIOJA,2018-12-28,Vientos del norte y noroeste .,viento
LA RIOJA,2018-12-06,Poco nuboso con nubosidad baja .,nubes
LA RIOJA,2018-12-06,Probables brumas y nieblas .,humedad
LA RIOJA,2018-12-06,Temperaturas en decenso ;excepto las máximas en la Ribera que experimentarán un ascenso .,temperatura
LA RIOJA,2018-12-06,Heladas débiles en la Ibérica .,temperatura
LA RIOJA,2018-12-06,Vientos del oeste al norte ;flojos .,viento
LA RIOJA,2018-12-05,Poco nuboso con intervalos de nubes altas ;aunque en el valle habrá nubosidad baja con probables brumas y nieblas ;que podrán ser persistentes .,nubes
LA RIOJA,2018-12-05,Temperaturas mínimas sin cambios o en ligero ascenso y máximas en descenso en el valle y sin cambios en el resto .,temperatura
LA RIOJA,2018-12-05,Vientos del suroeste en el Ibérico y del variables en el Valle .,viento
LA RIOJA,2018-12-19,Nuboso con probables precipitaciones débiles dispersas en la Sierra .,precipitacion
LA RIOJA,2018-12-19,Cota de nieve de 1000 a 1200 m subiendo a 1400 a 1600 m .,nieve
LA RIOJA,2018-12-19,Temperaturas mínimas en ascenso en le Rioja Alta y sin cambios en el resto y máximas en descenso en la Sierra y en ligero ascenso o sin cambios en el resto .,temperatura
LA RIOJA,2018-12-19,Heladas débiles en la Sierra .,temperatura
LA RIOJA,2018-12-19,Vientos del suroeste en la Sierra y del oeste al noroeste en la Ribera .,viento
LA RIOJA,2018-12-22,Poco nuboso con intervalos de nubes bajas y altas .,nubes
LA RIOJA,2018-12-22,Probables brumas y nieblas matinales en la Ribera .,humedad
LA RIOJA,2018-12-22,Temperaturas mínimas sin cambios o en ligero descenso y máximas en ascenso .,temperatura
LA RIOJA,2018-12-22,Vientos flojos variables .,viento
LA RIOJA,2018-12-10,Intervalos de nubes bajas con brumas y nieblas por la mañana ;sobre todo en la Rioja Alta ;y tendiendo a poco nuboso a mediodía .,nubes
LA RIOJA,2018-12-10,Temperaturas en ligero descenso .,temperatura
LA RIOJA,2018-12-10,Heladas débiles en la Ibérica .,temperatura
LA RIOJA,2018-12-10,Vientos del noroeste y norte ;flojos .,viento
LA RIOJA,2018-11-23,Cubierto con precipitaciones débiles ;tendiendo durante la mañana a abrirse claros y a desaparecer las precipitaciones por la tarde .,precipitacion
LA RIOJA,2018-11-23,Cota de la nieve de 1400 metros bajando a 1200 durante la mañana .,nieve
LA RIOJA,2018-11-23,Temperaturas mínimas en ligero ascenso en la Rioja Alta y en descenso en la Baja y máximas en ligero descenso o sin cambios .,temperatura
LA RIOJA,2018-11-23,Heladas débiles en la sierra .,temperatura
LA RIOJA,2018-11-23,Vientos del sur en la Ibérica y del sureste en el Valle girando al suroeste por la tarde .,viento
LA RIOJA,2018-12-27,Intervalos de nubes altas con brumas y nieblas o nubes bajas ;que en el valle del Ebro pueden mantenerse durante la mañana .,nubes
LA RIOJA,2018-12-27,Temperaturas mínimas sin cambios o en descenso ligero ;y máximas en ligero ascenso .,temperatura
LA RIOJA,2018-12-27,Heladas débiles en la sierra .,temperatura
LA RIOJA,2018-12-27,Vientos variables tendiendo al final a componente norte ;flojos .,viento
LA RIOJA,2018-12-09,Poco nuboso aumentando a intervalos nubosos en la segunda mitad del día .,nubes
LA RIOJA,2018-12-09,No se descartan algunas brumas y nieblas matinales .,humedad
LA RIOJA,2018-12-09,Temperaturas sin cambios .,temperatura
LA RIOJA,2018-12-09,Heladas débiles en zonas altas de la Ibérica .,temperatura
LA RIOJA,2018-12-09,Viento del oeste al noroeste flojo ;con algunos intervalos de más intensidad en la Rioja Baja .,viento
LA RIOJA,2018-12-15,Nuboso con probables precipitaciones débiles ;sobre todo en el entorno de la Rioja Alta .,precipitacion
LA RIOJA,2018-12-15,Temperaturas mínimas en ligero ascenso ;y máximas en ascenso .,temperatura
LA RIOJA,2018-12-15,Vientos del suroeste en la sierra ;y del sureste flojos en el valle .,viento
LA RIOJA,2018-11-26,Nuboso o cubierto con precipitaciones ;que remitirán en la segunda mitad del día .,precipitacion
LA RIOJA,2018-11-26,Cota de la nieve entre 1200 y 1400 metros .,nieve
LA RIOJA,2018-11-26,Temperaturas mínimas sin cambios y máximas en descenso .,temperatura
LA RIOJA,2018-11-26,Heladas débiles en la sierra .,temperatura
LA RIOJA,2018-11-26,Viento del oeste al noroeste con rachas fuertes .,viento
LA RIOJA,2019-01-07,Intervalos de nubes bajas ;tendiendo a nuboso en la Rioja Alta ;y a poco nuboso en la Rioja Baja .,nubes
LA RIOJA,2019-01-07,Temperaturas mínimas en ligero descenso en la Sierra y sin cambios en el resto ;y máximas en descenso .,temperatura
LA RIOJA,2019-01-07,Heladas débiles generalizadas ;excepto en la Ribera Baja .,temperatura
LA RIOJA,2019-01-07,Vientos del norte y noroeste .,viento
LA RIOJA,2018-12-29,Nuboso sin descartar precipitaciones débiles ocasionales al principio ;sobre todo en la Rioja Alta ;y tendiendo a intervalos nubosos .,nubes
LA RIOJA,2018-12-29,Cota de nieve sobre 1600 metros .,nieve
LA RIOJA,2018-12-29,Probables brumas y nieblas matinales .,humedad
LA RIOJA,2018-12-29,Temperaturas sin cambios o en ligero descenso .,temperatura
LA RIOJA,2018-12-29,Heladas débiles en la sierra .,temperatura
LA RIOJA,2018-12-29,Vientos de norte y noroeste .,viento
LA RIOJA,2018-12-07,Poco nuboso con algunos intervalos de nubes bajas y sin descartar brumas y nieblas matinales .,nubes
LA RIOJA,2018-12-07,Aumento de la nubosidad por la tarde a cielos nubosos o cuibertos ;con probables precipitaciones débiles al final ;sobre todo en la sierra ;en forma de nieve a partir de 1600 metros .,nubes
LA RIOJA,2018-12-07,Temperaturas sin cambios pudiendo experimentar las mínimas un ligero descenso y las máximas un ligero ascenso .,temperatura
LA RIOJA,2018-12-07,Heladas débiles en la Sierra .,temperatura
LA RIOJA,2018-12-07,Vientos del oeste o noroeste ;flojos en general .,viento
LA RIOJA,2018-11-28,Intervalos de nubes altas con probabilidad de brumas y bancos de niebla matinales .,nubes
LA RIOJA,2018-11-28,Temperaturas mínimas sin cambios y máximas sin cambios en el valle y en ligero ascenso en la Ibérica .,temperatura
LA RIOJA,2018-11-28,Heladas débiles en la sierra .,temperatura
LA RIOJA,2018-11-28,Vientos flojos ;del sur o suroeste en la Ibérica y variables o en calma en el valle .,viento
LA RIOJA,2018-12-20,Nuboso o cubierto con probables precipitaciones débiles al principio en la sierra ;y tendiendo a poco nuboso en el valle .,precipitacion
LA RIOJA,2018-12-20,Cota de nieve de 1400 a 1600 metros subiendo a cotas altas .,nieve
LA RIOJA,2018-12-20,Probables brumas y bancos de niebla matinales ;sobre todo en la Rioja Alta .,humedad
LA RIOJA,2018-12-20,Temperaturas en ascenso ligero .,temperatura
LA RIOJA,2018-12-20,Heladas débiles en cumbres .,temperatura
LA RIOJA,2018-12-20,Vientos del suroeste en el Ibérico ;y variables flojos en el Valle del Ebro .,viento
LA RIOJA,2018-12-12,Poco nuboso con intervalos de nubes bajas que puede ocasionar brumas y nieblas matinales ;aumentando la nubosidad por la tarde .,nubes
LA RIOJA,2018-12-12,Temperaturas mínimas en ascenso en la Ribera y en descenso en la Ibérica y máximas en descenso .,temperatura
LA RIOJA,2018-12-12,Heladas débiles en la sierra .,temperatura
LA RIOJA,2018-12-12,Vientos flojos del oeste y noroeste por la mañana aumentando al final ;fijándose del suroeste excepto en la Ribera que soplará del sureste .,viento
LA RIOJA,2018-11-21,Nuboso o cubierto ;con probables precipitaciones débiles en la Ibérica y sin descartarlas en la Ribera ;remitiendo y tendiendo a intervalos nubosos o poco nuboso .,precipitacion
LA RIOJA,2018-11-21,Cota de nieve de unos 1400 a 1600 metros .,nieve
LA RIOJA,2018-11-21,Temperaturas mínimas en descenso y máximas en ascenso que podría ser notable .,temperatura
LA RIOJA,2018-11-21,Heladas débiles en la sierra .,temperatura
LA RIOJA,2018-11-21,Vientos del suroeste al sur en la Ibérica ;y flojos variables fijándose al sureste en la Ribera .,viento
LA RIOJA,2019-01-09,Nuboso o cubierto ;sin descartar precipitaciones débiles ;sobre todo en la Rioja Alta ;en forma de nieve por encima de 800 o 1000 metros .,nieve
LA RIOJA,2019-01-09,Temperaturas sin cambios ;salvo las máximas en la Sierra que descenderán .,temperatura
LA RIOJA,2019-01-09,Heladas débiles en la Sierra .,temperatura
LA RIOJA,2019-01-09,Vientos del norte y noroeste ;con intervalos de fuertes en la Rioja Baja y el Iberico .,viento
LA RIOJA,2018-12-25,Poco nuboso con nubes altas .,nubes
LA RIOJA,2018-12-25,Brumas y nieblas ;sobre todo en el valle del Ebro .,humedad
LA RIOJA,2018-12-25,Temperaturas mínimas en ligero ascenso o sin cambios y máximas en descenso en la ribera del Ebro y sin cambios o en ascenso ligero en el resto .,temperatura
LA RIOJA,2018-12-25,Vientos del sureste o variables ;flojos .,viento
LA RIOJA,2018-12-17,Predominio de cielos poco nuboso .,nubes
LA RIOJA,2018-12-17,No se descartan brumas y bancos de niebla .,humedad
LA RIOJA,2018-12-17,Temperaturas en descenso .,temperatura
LA RIOJA,2018-12-17,Heladas débiles ;menos probables en el valle .,temperatura
LA RIOJA,2018-12-17,Vientos del noroeste a variables ;flojos .,viento
LA RIOJA,2018-11-24,Intervalos nubosos ;predominando la nubosidad media y alta ;tendiendo a nuboso o cubierto ;con probables precipitaciones débiles a últimas horas .,nubes
LA RIOJA,2018-11-24,Cota de nieve ;por encima de 1600 a 1800 m. Temperaturas sin cambios o en ligero descenso .,nieve
LA RIOJA,2018-11-24,Heladas débiles en la Ibérica .,temperatura
LA RIOJA,2018-11-24,Vientos del suroeste en la sierra y del sureste en el valle .,viento
LA RIOJA,2018-12-02,Poco nuboso ;con interalos nubosos en el oeste y sur .,nubes
LA RIOJA,2018-12-02,No se descartan brumas y bancos de niebla matinales .,humedad
LA RIOJA,2018-12-02,Temperaturas en ascenso ;ligero en general .,temperatura
LA RIOJA,2018-12-02,Vientos del suroeste en la sierra y flojos variables en el valle .,viento
LA RIOJA,2019-01-06,Poco nuboso ;aumentando a últimas horas a intervalos nubosos de nubes bajas ;sobre todo en la Rioja Alta .,nubes
LA RIOJA,2019-01-06,Temperaturas mínimas sin cambios o en ligero ascenso ;y máximas en ligero descenso .,temperatura
LA RIOJA,2019-01-06,Heladas débiles generalizadas ;salvo en la Rioja Baja .,temperatura
LA RIOJA,2019-01-06,Vientos del noroeste en el Valle y del norte en la Sierra .,viento
LA RIOJA,2018-12-01,Poco nuboso aumentando a nuboso ;predominando la de tipo medio y alto .,nubes
LA RIOJA,2018-12-01,No se descartan brumas y nieblas matinales .,humedad
LA RIOJA,2018-12-01,Temperaturas mínimas sin cambios o en ligero descenso ;y máximas en ascenso .,temperatura
LA RIOJA,2018-12-01,Heladas en la sierra ;débiles en general .,temperatura
LA RIOJA,2018-12-01,Vientos del suroeste en la Sierra y flojos variables en el Valle .,viento
LA RIOJA,2018-11-27,Intervalos de nubes medias y altas ;más nuboso en la Rioja Alta de madugada .,nubes
LA RIOJA,2018-11-27,No se descartan brumas y bancos de niebla matinales .,humedad
LA RIOJA,2018-11-27,Temperaturas mínimas en descenso y máximas en ascenso .,temperatura
LA RIOJA,2018-11-27,Vientos del oeste o suroeste ;flojos .,viento
LA RIOJA,2018-12-14,Nuboso tendiendo a intervalos nubosos al final ;con probabilidad de precipitaciones débiles dispersas en la Rioja alta ;y sin descartar alguna ocasional en el resto .,nubes
LA RIOJA,2018-12-14,Cota de nieve de 1000 a 1200 metros .,nieve
LA RIOJA,2018-12-14,Temperaturas mínimas en ligero descenso y máximas en ligero ascenso .,temperatura
LA RIOJA,2018-12-14,Heladas débiles en la Sierra .,temperatura
LA RIOJA,2018-12-14,Vientos del noroeste .,viento
LA RIOJA,2019-01-13,Nuboso o cubierto ;sin descartar precipitaciones débiles ocasionales en la Rioja Alta .,precipitacion
LA RIOJA,2019-01-13,Cota de nieve por encima de 1000 o 1100 metros subiendo a 1500 .,nieve
LA RIOJA,2019-01-13,Temperaturas en ligero ascenso .,temperatura
LA RIOJA,2019-01-13,Heladas débiles en la Ibérica .,temperatura
LA RIOJA,2019-01-13,Vientos del norte en la Sierra y del noroeste en el Valle ;con algún intervalo de fuertes en la Rioja Baja .,viento
LA RIOJA,2018-12-26,En el valle del Ebro nuboso con nubes bajas o nieblas y brumas que pueden ser persistentes .,nubes
LA RIOJA,2018-12-26,En la Ibérica poco nuboso con intervalos de nubes altas .,nubes
LA RIOJA,2018-12-26,Temperaturas mínimas sin cambios o en ligero descenso y máximas en descenso .,temperatura
LA RIOJA,2018-12-26,Vientos flojos del sur y sureste .,viento
LA RIOJA,2018-12-08,Nubes bajas o nieblas al principio tendiendo durante la mañana a poco nuboso con intrevalos de nubes altas .,nubes
LA RIOJA,2018-12-08,Temperaturas mínimas en ascenso y máximas en descenso .,temperatura
LA RIOJA,2018-12-08,Heladas débiles en la Sierra .,temperatura
LA RIOJA,2018-12-08,Vientos del noroeste flojos ;más intensos en la Rioja Baja .,viento
LA RIOJA,2018-11-22,Intervalos nubosos sin descartar algunas precipitaciones débiles dispersas .,precipitacion
LA RIOJA,2018-11-22,No se descartan brumas y bancos de niebla .,humedad
LA RIOJA,2018-11-22,Temperaturas mínimas en ligero descenso y máximas sin cambios .,temperatura
LA RIOJA,2018-11-22,Heladas débiles en la sierra .,temperatura
LA RIOJA,2018-11-22,Vientos del sur en la Ibérica ;y del sureste en el valle .,viento
LA RIOJA,2018-12-11,Intervalos de nubes altas ;aumentando por nubosidad media por la tarde y tendiendo a poco nuboso al final .,nubes
LA RIOJA,2018-12-11,No se pueden descartar brumas y nieblas matinales en el valle .,humedad
LA RIOJA,2018-12-11,Temperaturas mínimas sin cambios y máximas en ascenso .,temperatura
LA RIOJA,2018-12-11,Heladas débiles en la sierra .,temperatura
LA RIOJA,2018-12-11,Vientos flojos variables .,viento
LA RIOJA,2018-12-23,Intervalos de nubes altas .,nubes
LA RIOJA,2018-12-23,Probabilidad de brumas y nieblas o nubes bajas en el valle ;sobre todo en la Ribera Baja .,nubes
LA RIOJA,2018-12-23,Temperaturas mínimas sin cambios o en ligero descenso ;y máximas en descenso en el valle y en ascenso en la Ibérica .,temperatura
LA RIOJA,2018-12-23,Vientos flojos de componente oeste girando por la tarde en el valle a componente este .,viento
LA RIOJA,2019-03-30,Poco nuboso con nubosidad de evolución por la tarde ;sobre todo en la Sierra .,nubes
LA RIOJA,2019-03-30,Temperaturas mínimas en ascenso y máximas sin cambios o en ligero descenso .,temperatura
LA RIOJA,2019-03-30,Heladas débiles en zonas altas de la Ibérica .,temperatura
LA RIOJA,2019-03-30,Vientos del sur y sureste ;flojos en general .,viento
LA RIOJA,2019-01-03,Poco nuboso ;con intervalos de nubes altas .,nubes
LA RIOJA,2019-01-03,En el Valle probables brumas y nieblas o nubes bajas matinales .,nubes
LA RIOJA,2019-01-03,Temperaturas mínimas en descenso en la Ribera y sin cambios en el resto y máximas en ascenso .,temperatura
LA RIOJA,2019-01-03,Heladas generalizadas .,temperatura
LA RIOJA,2019-01-03,Vientos del norte y noroeste .,viento
LA RIOJA,2018-12-18,Poco nuboso por la mañana con probables brumas y nieblas o nubes bajas en la Rioja Alta ;tendiendo en la segunda mitad del día a nuboso o cubierto ;con precipitaciones débiles por la noche en la Rioja Alta y la Ibérica ;sin descartarlas en el resto .,nubes
LA RIOJA,2018-12-18,Cota de la nieve de 1600 metros bajando a 1200 .,nieve
LA RIOJA,2018-12-18,Temperaturas en ascenso ligero en la sierra y en ligero descenso o sin cambios en el resto .,temperatura
LA RIOJA,2018-12-18,Heladas débiles ;poco probables en el valle .,temperatura
LA RIOJA,2018-12-18,Vientos del suroeste en la Iberica y del sureste en el resto ;flojos al principio aumentando por la tarde con intervalos de fuerte en la sierra .,viento
LA RIOJA,2018-12-04,Poco nuboso con intervalos de nubes altas ;aunque sin descartar las nubes bajas en la Ribera ;que pueden dar brumas y bancos de niebla matinales .,nubes
LA RIOJA,2018-12-04,Temperaturas sin cambios ;salvo las máximas en la Sierra ;rn ligero ascenso .,temperatura
LA RIOJA,2018-12-04,Vientos flojos ;del sur en la Ibérica y variables en el resto .,viento
